sample_id,tepname,temperature,tepvalue
841,PF,402.2074,0.0005313023
841,PF,396.304,0.0005146982
841,PF,384.557,0.0005119606
841,PF,378.6374,0.0004870463
841,PF,366.8849,0.0004815387
841,PF,355.0891,0.0004538705
841,PF,341.3255,0.0004206676
841,PF,327.6161,0.0004151654
841,PF,319.7342,0.0003874864
837,PF,94.03595,5.570168e-05
837,PF,115.6273,8.888287e-05
837,PF,135.2238,0.000102679
837,PF,158.7504,0.0001247745
837,PF,180.3092,0.0001413353
837,PF,197.9542,0.0001579069
837,PF,219.5238,0.0001800078
837,PF,241.0772,0.0001937985
837,PF,260.6791,0.0002103647
837,PF,276.3834,0.000235252
837,PF,284.2274,0.0002435405
837,PF,323.3824,0.0002517423
837,PF,350.8066,0.0002655167
837,PF,374.317,0.000279302
837,PF,401.7466,0.0002958465
837,PF,425.2461,0.0003040917
837,PF,452.7191,0.0003427967
837,PF,478.1701,0.0003482664
837,PF,501.6751,0.0003592816
837,PF,531.0399,0.0003647404
837,PF,554.5774,0.0003923761
837,PF,580.0392,0.0004033859
837,PF,609.3825,0.0003977644
837,PF,630.9738,0.0004309456
837,PF,652.4893,0.0004253459
837,PF,687.7521,0.0004446388
837,PF,711.2353,0.0004445737
837,PF,738.6487,0.000452808
837,PF,762.1428,0.0004582831
837,PF,785.6206,0.000455448
837,PF,811.1204,0.0004858483
837,PF,838.5175,0.0004857724
837,PF,863.9468,0.0004801618
837,PF,887.4572,0.000493947
837,PF,918.779,0.0004994005
837,PF,940.2728,0.0004827204
837,PF,967.6157,0.0004549438
837,PF,992.9637,0.0004077822
837,PF,1014.425,0.0003744818
838,PF,1050.17,0.0006403107
838,PF,1020.816,0.000640392
838,PF,997.3546,0.0006515374
838,PF,973.8931,0.0006626827
838,PF,950.3881,0.0006516675
838,PF,926.9157,0.0006572726
838,PF,895.5939,0.0006518192
838,PF,872.0673,0.0006297238
838,PF,848.6166,0.0006464092
838,PF,821.1707,0.0006215545
838,PF,791.8383,0.0006327161
838,PF,766.3168,0.0005912355
838,PF,742.7902,0.00056914
838,PF,717.323,0.0005553602
838,PF,691.8719,0.0005498905
838,PF,668.3724,0.0005416453
838,PF,635.0503,0.0005140368
838,PF,615.443,0.0004947006
838,PF,591.9218,0.0004753751
838,PF,566.4491,0.0004588252
838,PF,542.9225,0.0004367297
838,PF,323.4095,0.0002655926
838,PF,417.4726,0.000331814
838,PF,456.6547,0.0003538662
838,PF,294.05,0.0002629039
838,PF,227.4004,0.0002049167
838,PF,203.8738,0.0001828212
838,PF,182.3149,0.0001662605
838,PF,113.7137,0.0001110488
838,PF,145.0627,0.0001303526
838,PF,160.7561,0.0001496997
839,PF,1042.776,0.0008619379
839,PF,1015.618,0.0009838967
839,PF,980.4144,0.0009950746
839,PF,951.0061,0.0009674552
839,PF,921.6033,0.0009426059
839,PF,892.2004,0.0009177566
839,PF,856.9105,0.0008846134
839,PF,823.5342,0.0008293042
839,PF,801.9483,0.0007988931
839,PF,768.5719,0.0007435839
839,PF,731.298,0.0006965957
839,PF,705.8144,0.0006745056
839,PF,676.352,0.0006191856
